product_name,category,review_title,review_text,rating,review_date,verified,full_review,clean_review,vader_score,vader_sentiment,rating_sentiment
Ramtons RM/399-corded Electric Kettle,appliances,Its quality ????,It's serving the purpose,5.0,2025-06-20,yes,Its quality ???? It's serving the purpose,Its quality ???? It's serving the purpose,0.0,neutral,positive
Ramtons RM/399-corded Electric Kettle,appliances,works perfectly,This is your sign to get this electric jug,5.0,2025-06-18,yes,works perfectly This is your sign to get this electric jug,works perfectly This is your sign to get this electric jug,0.6369,positive,positive
Ramtons RM/399-corded Electric Kettle,appliances,convenient,"Heats fast, less power consumption",5.0,2025-06-18,yes,"convenient Heats fast, less power consumption","convenient Heats fast, less power consumption",0.0,neutral,positive
Ramtons RM/399-corded Electric Kettle,appliances,was not disaponted,The best ????,5.0,2025-06-18,yes,was not disaponted The best ????,was not disaponted The best ????,-0.6517,negative,positive
Ramtons RM/399-corded Electric Kettle,appliances,cable,yes the cable to be removable,3.0,2025-06-17,yes,cable yes the cable to be removable,cable yes the cable to be removable,0.4019,positive,neutral
Ramtons RM/399-corded Electric Kettle,appliances,well packed,Working  well,5.0,2025-06-17,yes,well packed Working  well,well packed Working  well,0.4939,positive,positive
Ramtons RM/399-corded Electric Kettle,appliances,I like it,Efficient,5.0,2025-06-17,yes,I like it Efficient,I like it Efficient,0.6486,positive,positive
Ramtons RM/399-corded Electric Kettle,appliances,Legit product,It's nice,5.0,2025-06-16,yes,Legit product It's nice,Legit product It's nice,0.4215,positive,positive
Ramtons RM/399-corded Electric Kettle,appliances,ramtons  electric kettle,It heats water really fast. Worth buying,5.0,2025-06-16,yes,ramtons  electric kettle It heats water really fast. Worth buying,ramtons  electric kettle It heats water really fast. Worth buying,0.2911,positive,positive
Ramtons RM/399-corded Electric Kettle,appliances,I love it,It's good,4.0,2025-06-13,yes,I love it It's good,I love it It's good,0.7964,positive,positive
Lyons YT-138 Blender 2 In 1,appliances,Satisfied,It is working as expected,4.0,2025-06-18,yes,Satisfied It is working as expected,Satisfied It is working as expected,0.4215,positive,positive
Lyons YT-138 Blender 2 In 1,appliances,good quality and cost effective,So far loving it's serving the purpose well though its noisy.i recommend it.,5.0,2025-06-17,yes,good quality and cost effective So far loving it's serving the purpose well though its noisy.i recommend it.,good quality and cost effective So far loving it's serving the purpose well though its noisy.i recommend it.,0.9297,positive,positive
Lyons YT-138 Blender 2 In 1,appliances,"i like,love it",Everything ????,5.0,2025-06-16,yes,"i like,love it Everything ????","i like,love it Everything ????",0.0,neutral,positive
Lyons YT-138 Blender 2 In 1,appliances,loved it,The best,5.0,2025-06-16,yes,loved it The best,loved it The best,0.8442,positive,positive
Lyons YT-138 Blender 2 In 1,appliances,good but it produce too much noise,the noise is too much,5.0,2025-06-13,yes,good but it produce too much noise the noise is too much,good but it produce too much noise the noise is too much,0.2382,positive,positive
Lyons YT-138 Blender 2 In 1,appliances,blender,Works perfectly,4.0,2025-06-12,yes,blender Works perfectly,blender Works perfectly,0.6369,positive,positive
Lyons YT-138 Blender 2 In 1,appliances,Great,Good as advertised,5.0,2025-06-10,yes,Great Good as advertised,Great Good as advertised,0.7906,positive,positive
Lyons YT-138 Blender 2 In 1,appliances,EFFICIENT,Works efficiently for home use...,5.0,2025-06-09,yes,EFFICIENT Works efficiently for home use...,EFFICIENT Works efficiently for home use...,0.7378,positive,positive
Lyons YT-138 Blender 2 In 1,appliances,using this machine,"It's well made that cannot spoil first ,I can recommend people to buy .but mnipatie sawadi ya fridge",5.0,2025-06-09,yes,"using this machine It's well made that cannot spoil first ,I can recommend people to buy .but mnipatie sawadi ya fridge","using this machine It's well made that cannot spoil first ,I can recommend people to buy .but mnipatie sawadi ya fridge",0.3182,positive,positive
Lyons YT-138 Blender 2 In 1,appliances,The design,It's working very smoothly,5.0,2025-06-03,yes,The design It's working very smoothly,The design It's working very smoothly,0.0,neutral,positive
AILYONS SB501 2.1CH Sound Bar SubWoofer,TVs and audios,I like it,The price matches the product.,5.0,2025-06-16,yes,I like it The price matches the product.,I like it The price matches the product.,0.3612,positive,positive
AILYONS SB501 2.1CH Sound Bar SubWoofer,TVs and audios,"perfect sound, love it",love it,5.0,2025-06-13,yes,"perfect sound, love it love it","perfect sound, love it love it",0.9201,positive,positive
AILYONS SB501 2.1CH Sound Bar SubWoofer,TVs and audios,bess,Bess,5.0,2025-06-13,yes,bess Bess,bess Bess,0.0,neutral,positive
AILYONS SB501 2.1CH Sound Bar SubWoofer,TVs and audios,quality product,Add FM radio,4.0,2025-06-12,yes,quality product Add FM radio,quality product Add FM radio,0.0,neutral,positive
AILYONS SB501 2.1CH Sound Bar SubWoofer,TVs and audios,Good,Worth the price,4.0,2025-06-09,yes,Good Worth the price,Good Worth the price,0.5859,positive,positive
AILYONS SB501 2.1CH Sound Bar SubWoofer,TVs and audios,Boom,What a machine!,5.0,2025-06-09,yes,Boom What a machine!,Boom What a machine!,0.0,neutral,positive
AILYONS SB501 2.1CH Sound Bar SubWoofer,TVs and audios,Bluetooth Connectivity,"The sound, when connected to a smart tv via Bluetooth, goes silent for short periods of time without any prompting, which is an inconvenient design/performance flaw.",3.0,2025-06-04,yes,"Bluetooth Connectivity The sound, when connected to a smart tv via Bluetooth, goes silent for short periods of time without any prompting, which is an inconvenient design/performance flaw.","Bluetooth Connectivity The sound, when connected to a smart tv via Bluetooth, goes silent for short periods of time without any prompting, which is an inconvenient design/performance flaw.",0.0772,positive,neutral
AILYONS SB501 2.1CH Sound Bar SubWoofer,TVs and audios,Good,No complaints here.,4.0,2025-05-16,yes,Good No complaints here.,Good No complaints here.,-0.25,negative,positive
AILYONS SB501 2.1CH Sound Bar SubWoofer,TVs and audios,system,Great,5.0,2025-05-12,yes,system Great,system Great,0.6249,positive,positive
AILYONS SB501 2.1CH Sound Bar SubWoofer,TVs and audios,bass is wow,"Worth the prices, it exceeded my expectations",5.0,2025-05-05,yes,"bass is wow Worth the prices, it exceeded my expectations","bass is wow Worth the prices, it exceeded my expectations",0.6908,positive,positive
Vitron V400 2.1Ch Bluetooth Speaker System,TVs and audios,good and sustainable,Its good for the amount of cash sold,4.0,2025-06-16,yes,good and sustainable Its good for the amount of cash sold,good and sustainable Its good for the amount of cash sold,0.7003,positive,positive
Vitron V400 2.1Ch Bluetooth Speaker System,TVs and audios,quicky delivery,Best model,5.0,2025-06-10,yes,quicky delivery Best model,quicky delivery Best model,0.6369,positive,positive
Vitron V400 2.1Ch Bluetooth Speaker System,TVs and audios,Amazing,Great,5.0,2025-06-10,yes,Amazing Great,Amazing Great,0.836,positive,positive
Vitron V400 2.1Ch Bluetooth Speaker System,TVs and audios,Awesome,Met my expectation,4.0,2025-06-09,yes,Awesome Met my expectation,Awesome Met my expectation,0.6249,positive,positive
Vitron V400 2.1Ch Bluetooth Speaker System,TVs and audios,I like it well delivered,Good one,4.0,2025-05-30,yes,I like it well delivered Good one,I like it well delivered Good one,0.7579,positive,positive
Vitron V400 2.1Ch Bluetooth Speaker System,TVs and audios,I like it,Excellent,5.0,2025-05-19,yes,I like it Excellent,I like it Excellent,0.7351,positive,positive
Vitron V400 2.1Ch Bluetooth Speaker System,TVs and audios,good,Always smart with good sound,5.0,2025-05-16,yes,good Always smart with good sound,good Always smart with good sound,0.8176,positive,positive
Vitron V400 2.1Ch Bluetooth Speaker System,TVs and audios,it's perfect,Very nice,5.0,2025-05-07,yes,it's perfect Very nice,it's perfect Very nice,0.7778,positive,positive
Vitron V400 2.1Ch Bluetooth Speaker System,TVs and audios,Excellent quality,I loved the product ????????,5.0,2025-05-05,yes,Excellent quality I loved the product ????????,Excellent quality I loved the product ????????,0.8611,positive,positive
Vitron V400 2.1Ch Bluetooth Speaker System,TVs and audios,I like it,It's good,5.0,2025-05-02,yes,I like it It's good,I like it It's good,0.6597,positive,positive
Itel BudsNeo 3 ANC Wireless Bluetooth Earphone,phones and tablets,superb,"Well balanced equalised bass and tone,",5.0,2025-06-20,yes,"superb Well balanced equalised bass and tone,","superb Well balanced equalised bass and tone,",0.7351,positive,positive
Itel BudsNeo 3 ANC Wireless Bluetooth Earphone,phones and tablets,battery life,Relatively good sound and great battery life,5.0,2025-06-20,yes,battery life Relatively good sound and great battery life,battery life Relatively good sound and great battery life,0.7906,positive,positive
Itel BudsNeo 3 ANC Wireless Bluetooth Earphone,phones and tablets,I love it,"You get exactly what is advertised there. My advice is this, always buy electronics from official stores because they have a warranty. The pods sre are wonderful. The bass is super abd battery is truly wonderful. Sijawahi charge. This is week 3????",5.0,2025-06-19,yes,"I love it You get exactly what is advertised there. My advice is this, always buy electronics from official stores because they have a warranty. The pods sre are wonderful. The bass is super abd battery is truly wonderful. Sijawahi charge. This is week 3????","I love it You get exactly what is advertised there. My advice is this, always buy electronics from official stores because they have a warranty. The pods sre are wonderful. The bass is super abd battery is truly wonderful. Sijawahi charge. This is week 3????",0.9655,positive,positive
Itel BudsNeo 3 ANC Wireless Bluetooth Earphone,phones and tablets,Battery life,are they not supposed to be charged? my third week without charging now ????????,5.0,2025-06-17,yes,Battery life are they not supposed to be charged? my third week without charging now ????????,Battery life are they not supposed to be charged? my third week without charging now ????????,-0.4137,negative,positive
Itel BudsNeo 3 ANC Wireless Bluetooth Earphone,phones and tablets,Perfection,Bought it for the sound ???? and the long play time without frequent charging ????,5.0,2025-06-16,yes,Perfection Bought it for the sound ???? and the long play time without frequent charging ????,Perfection Bought it for the sound ???? and the long play time without frequent charging ????,0.7941,positive,positive
Itel BudsNeo 3 ANC Wireless Bluetooth Earphone,phones and tablets,Good,The touch pad is too sensitive when lying down. Audio quality is good and battery is perfect,4.0,2025-06-12,yes,Good The touch pad is too sensitive when lying down. Audio quality is good and battery is perfect,Good The touch pad is too sensitive when lying down. Audio quality is good and battery is perfect,0.7269,positive,positive
Itel BudsNeo 3 ANC Wireless Bluetooth Earphone,phones and tablets,Best,What imperessed me the most is the battery life.,4.0,2025-06-11,yes,Best What imperessed me the most is the battery life.,Best What imperessed me the most is the battery life.,0.6369,positive,positive
Itel BudsNeo 3 ANC Wireless Bluetooth Earphone,phones and tablets,Power,"The buds have quality sound. 
The only problem is that if they turn off, you cannot turn them back on without putting them back in the case.",4.0,2025-06-05,yes,"Power The buds have quality sound. 
The only problem is that if they turn off, you cannot turn them back on without putting them back in the case.","Power The buds have quality sound.  The only problem is that if they turn off, you cannot turn them back on without putting them back in the case.",-0.4019,negative,positive
Itel BudsNeo 3 ANC Wireless Bluetooth Earphone,phones and tablets,Itel,Music wise the buds are excellent... The problem is when am making calls..so much noise on the other end,4.0,2025-06-03,yes,Itel Music wise the buds are excellent... The problem is when am making calls..so much noise on the other end,Itel Music wise the buds are excellent... The problem is when am making calls..so much noise on the other end,0.1027,positive,positive
Itel BudsNeo 3 ANC Wireless Bluetooth Earphone,phones and tablets,ite budsNeo 3,Still enjoying my earbuds.The sound is okey and they keep charge for long.,4.0,2025-06-03,yes,ite budsNeo 3 Still enjoying my earbuds.The sound is okey and they keep charge for long.,ite budsNeo 3 Still enjoying my earbuds.The sound is okey and they keep charge for long.,0.5267,positive,positive
Boy Boyurn-Down Collor Top + Shorts,fashion,clothe,My nephew is rocking in it,5.0,2025-06-04,yes,clothe My nephew is rocking in it,clothe My nephew is rocking in it,0.0,neutral,positive
Boy Boyurn-Down Collor Top + Shorts,fashion,perfect,Not bad.. I liked it,4.0,2024-12-24,yes,perfect Not bad.. I liked it,perfect Not bad.. I liked it,0.3331,positive,positive
Boy Boyurn-Down Collor Top + Shorts,fashion,quality,"Not the perfect quality,but it's great and looks very nice. Will definitely buy again",4.0,2024-09-23,yes,"quality Not the perfect quality,but it's great and looks very nice. Will definitely buy again","quality Not the perfect quality,but it's great and looks very nice. Will definitely buy again",0.7997,positive,positive
Boy Boyurn-Down Collor Top + Shorts,fashion,quality,I liked it,4.0,2024-08-27,yes,quality I liked it,quality I liked it,0.4215,positive,positive
Boy Boyurn-Down Collor Top + Shorts,fashion,price,Should be cheaper. Not bad though.,3.0,2024-08-23,yes,price Should be cheaper. Not bad though.,price Should be cheaper. Not bad though.,0.431,positive,neutral
Boy Boyurn-Down Collor Top + Shorts,fashion,Superb!!!,"Loved it, nice quality and heavy fabric.",5.0,2024-08-12,yes,"Superb!!! Loved it, nice quality and heavy fabric.","Superb!!! Loved it, nice quality and heavy fabric.",0.9131,positive,positive
Boy Boyurn-Down Collor Top + Shorts,fashion,QUALITY,"The outfit is awesome????, quality top notch????. Please restock 3-4yrs",5.0,2024-07-04,yes,"QUALITY The outfit is awesome????, quality top notch????. Please restock 3-4yrs","QUALITY The outfit is awesome????, quality top notch????. Please restock 3-4yrs",0.6199,positive,positive
Kids Girl 2PCS Puff Sleeve Top Floral Dresses,fashion,best,Looks good on my babygirl,5.0,2025-05-27,yes,best Looks good on my babygirl,best Looks good on my babygirl,0.7964,positive,positive
Kids Girl 2PCS Puff Sleeve Top Floral Dresses,fashion,poor quality  &  poor packing,Very light...I didn't expect it that way....too expensive but poor quality,1.0,2025-05-02,yes,poor quality  &  poor packing Very light...I didn't expect it that way....too expensive but poor quality,poor quality  &  poor packing Very light...I didn't expect it that way....too expensive but poor quality,-0.8047,negative,negative
Kids Girl 2PCS Puff Sleeve Top Floral Dresses,fashion,material used,Poor quality,2.0,2025-04-22,yes,material used Poor quality,material used Poor quality,-0.4767,negative,negative
Kids Girl 2PCS Puff Sleeve Top Floral Dresses,fashion,colour,The colour  match and how it fits,5.0,2025-04-07,yes,colour The colour  match and how it fits,colour The colour  match and how it fits,0.0,neutral,positive
Kids Girl 2PCS Puff Sleeve Top Floral Dresses,fashion,Loved it,It fit perfectly and was exactly what I ordered,5.0,2025-02-24,yes,Loved it It fit perfectly and was exactly what I ordered,Loved it It fit perfectly and was exactly what I ordered,0.891,positive,positive
Kids Girl 2PCS Puff Sleeve Top Floral Dresses,fashion,love it.,The product is good.,4.0,2024-12-24,yes,love it. The product is good.,love it. The product is good.,0.7964,positive,positive
Kids Girl 2PCS Puff Sleeve Top Floral Dresses,fashion,Beautiful dress,Daughter rocked it at a birthday party,5.0,2024-11-07,yes,Beautiful dress Daughter rocked it at a birthday party,Beautiful dress Daughter rocked it at a birthday party,0.765,positive,positive
Kids Girl 2PCS Puff Sleeve Top Floral Dresses,fashion,It's good,I liked it,4.0,2024-08-27,yes,It's good I liked it,It's good I liked it,0.6908,positive,positive
Garnier Even & Matte Vitamin C Booster Serum,health and beauty,serum,It was what I ordered,4.0,2025-06-21,yes,serum It was what I ordered,serum It was what I ordered,0.0,neutral,positive
Garnier Even & Matte Vitamin C Booster Serum,health and beauty,it works,Reduces white heads significantly,5.0,2025-06-21,yes,it works Reduces white heads significantly,it works Reduces white heads significantly,0.0,neutral,positive
Garnier Even & Matte Vitamin C Booster Serum,health and beauty,God sent.,"Smooth face, even tone. Everything good ????",5.0,2025-06-19,yes,"God sent. Smooth face, even tone. Everything good ????","God sent. Smooth face, even tone. Everything good ????",0.7149,positive,positive
Garnier Even & Matte Vitamin C Booster Serum,health and beauty,Product Quality,I got one of the twin packs being half. Not sure how that happened,3.0,2025-06-18,yes,Product Quality I got one of the twin packs being half. Not sure how that happened,Product Quality I got one of the twin packs being half. Not sure how that happened,-0.2411,negative,neutral
Garnier Even & Matte Vitamin C Booster Serum,health and beauty,functionality,It's not doing what it says it does,1.0,2025-06-16,yes,functionality It's not doing what it says it does,functionality It's not doing what it says it does,0.0,neutral,negative
Garnier Even & Matte Vitamin C Booster Serum,health and beauty,product effectiveness,"It really giving the even skin tone, but for darks it's not clearing been using for months and still have dark spots",3.0,2025-06-13,yes,"product effectiveness It really giving the even skin tone, but for darks it's not clearing been using for months and still have dark spots","product effectiveness It really giving the even skin tone, but for darks it's not clearing been using for months and still have dark spots",0.2135,positive,neutral
Garnier Even & Matte Vitamin C Booster Serum,health and beauty,Garniervitamin C serum,Best serum ever,5.0,2025-06-13,yes,Garniervitamin C serum Best serum ever,Garniervitamin C serum Best serum ever,0.6369,positive,positive
Garnier Even & Matte Vitamin C Booster Serum,health and beauty,I like it,It really works,5.0,2025-06-09,yes,I like it It really works,I like it It really works,0.3612,positive,positive
Garnier Even & Matte Vitamin C Booster Serum,health and beauty,The best serum,"This is by far the best serum!!! Brightens, not harsh on skin, very good scent and it gives the glow ????",5.0,2025-06-09,yes,"The best serum This is by far the best serum!!! Brightens, not harsh on skin, very good scent and it gives the glow ????","The best serum This is by far the best serum!!! Brightens, not harsh on skin, very good scent and it gives the glow ????",0.9603,positive,positive
Garnier Even & Matte Vitamin C Booster Serum,health and beauty,I like it,"It's good. Am on my 2nd bottle, and I have received comments that my skin is looking good. It has really brightened my skin, in a non-bleavhing way. Just glowy!",5.0,2025-06-07,yes,"I like it It's good. Am on my 2nd bottle, and I have received comments that my skin is looking good. It has really brightened my skin, in a non-bleavhing way. Just glowy!","I like it It's good. Am on my 2nd bottle, and I have received comments that my skin is looking good. It has really brightened my skin, in a non-bleavhing way. Just glowy!",0.8997,positive,positive
Women's Bag Literary Single-Shoulder Bag,fashion,The strap,The strap of the bag broke on the first day of using it,3.0,2025-02-17,yes,The strap The strap of the bag broke on the first day of using it,The strap The strap of the bag broke on the first day of using it,-0.4215,negative,neutral
Women's Bag Literary Single-Shoulder Bag,fashion,Nice,Nice bag,5.0,2025-02-10,yes,Nice Nice bag,Nice Nice bag,0.6808,positive,positive
Women's Bag Literary Single-Shoulder Bag,fashion,its too small....would be nicer if it was bigger,You should add a zipper so that it's more secure,2.0,2024-11-18,yes,its too small....would be nicer if it was bigger You should add a zipper so that it's more secure,its too small....would be nicer if it was bigger You should add a zipper so that it's more secure,0.6801,positive,negative
Women's Bag Literary Single-Shoulder Bag,fashion,good,Should include at least one more zipped inside to separate things,4.0,2024-11-18,yes,good Should include at least one more zipped inside to separate things,good Should include at least one more zipped inside to separate things,0.4404,positive,positive
Women's Bag Literary Single-Shoulder Bag,fashion,it's really nice,It's strong and cute,5.0,2024-11-15,yes,it's really nice It's strong and cute,it's really nice It's strong and cute,0.8643,positive,positive
Women's Bag Literary Single-Shoulder Bag,fashion,Good Purchase,For the price it's a actually a good purchase,4.0,2024-11-11,yes,Good Purchase For the price it's a actually a good purchase,Good Purchase For the price it's a actually a good purchase,0.7003,positive,positive
Women's Bag Literary Single-Shoulder Bag,fashion,I like it.,Came as just shown on the picture.,4.0,2024-11-11,yes,I like it. Came as just shown on the picture.,I like it. Came as just shown on the picture.,0.3612,positive,positive
Women's Bag Literary Single-Shoulder Bag,fashion,I like it,"Quite small, but serves the purpose",4.0,2024-11-11,yes,"I like it Quite small, but serves the purpose","I like it Quite small, but serves the purpose",0.1901,positive,positive
Women's Bag Literary Single-Shoulder Bag,fashion,Angeline,"Too small, poor packaging and very light straps",1.0,2024-11-11,yes,"Angeline Too small, poor packaging and very light straps","Angeline Too small, poor packaging and very light straps",-0.4767,negative,negative
Women's Bag Literary Single-Shoulder Bag,fashion,The bag was beautiful..I loved it ????,"But it was not well packaged 
It was packaged with a transparent paper",1.0,2024-10-24,yes,"The bag was beautiful..I loved it ???? But it was not well packaged 
It was packaged with a transparent paper",The bag was beautiful..I loved it ???? But it was not well packaged  It was packaged with a transparent paper,0.2935,positive,negative
Hot And Normal Stand Alone Dispenser (Black),appliances,I like it.,It is simple to operate and works perfectly fine.,5.0,2025-06-20,yes,I like it. It is simple to operate and works perfectly fine.,I like it. It is simple to operate and works perfectly fine.,0.8176,positive,positive
Hot And Normal Stand Alone Dispenser (Black),appliances,It’s rather small.,It’s rather small,2.0,2025-06-19,yes,It’s rather small. It’s rather small,It’s rather small. It’s rather small,0.0,neutral,negative
Hot And Normal Stand Alone Dispenser (Black),appliances,Met expectations,Met expectations. Fairly priced.,5.0,2025-06-13,yes,Met expectations Met expectations. Fairly priced.,Met expectations Met expectations. Fairly priced.,0.0,neutral,positive
Hot And Normal Stand Alone Dispenser (Black),appliances,working well,"Ensure transporting it carefully, it was  somehow scratched",5.0,2025-06-13,yes,"working well Ensure transporting it carefully, it was  somehow scratched","working well Ensure transporting it carefully, it was  somehow scratched",0.6369,positive,positive
Hot And Normal Stand Alone Dispenser (Black),appliances,Works well. I like it,Lightweight but serves its purpose,5.0,2025-06-03,yes,Works well. I like it Lightweight but serves its purpose,Works well. I like it Lightweight but serves its purpose,0.3182,positive,positive
Hot And Normal Stand Alone Dispenser (Black),appliances,I like the product,"The packaging is nice
Qiuck delivery
Good quality",5.0,2025-05-08,yes,"I like the product The packaging is nice
Qiuck delivery
Good quality",I like the product The packaging is nice Qiuck delivery Good quality,0.802,positive,positive
Hot And Normal Stand Alone Dispenser (Black),appliances,Not perfect,"Does not make water hot, I'm disappointed ☹️",1.0,2025-05-06,yes,"Not perfect Does not make water hot, I'm disappointed ☹️","Not perfect Does not make water hot, I'm disappointed ☹️",-0.7268,negative,negative
Hot And Normal Stand Alone Dispenser (Black),appliances,mmmh,yap,3.0,2025-02-19,yes,mmmh yap,mmmh yap,0.0,neutral,neutral
Hot And Normal Stand Alone Dispenser (Black),appliances,so far so goood,Yeah.. if there was a cold one too,3.0,2025-02-13,yes,so far so goood Yeah.. if there was a cold one too,so far so goood Yeah.. if there was a cold one too,0.0,neutral,neutral
Hot And Normal Stand Alone Dispenser (Black),appliances,just ok,Improve on quality,4.0,2025-01-21,yes,just ok Improve on quality,just ok Improve on quality,0.6249,positive,positive
Vitron V527 - 2.1 CH Multimedia Speaker,TVs and audios,Perfect,It's working just fine,5.0,2025-06-18,yes,Perfect It's working just fine,Perfect It's working just fine,0.6705,positive,positive
Vitron V527 - 2.1 CH Multimedia Speaker,TVs and audios,Speakers,Speakers should be wireless,4.0,2025-06-17,yes,Speakers Speakers should be wireless,Speakers Speakers should be wireless,0.0,neutral,positive
Vitron V527 - 2.1 CH Multimedia Speaker,TVs and audios,best music system,Perfect system,5.0,2025-06-17,yes,best music system Perfect system,best music system Perfect system,0.836,positive,positive
Vitron V527 - 2.1 CH Multimedia Speaker,TVs and audios,whoofer,Sound,5.0,2025-06-16,yes,whoofer Sound,whoofer Sound,0.0,neutral,positive
Vitron V527 - 2.1 CH Multimedia Speaker,TVs and audios,sound and its simplicity,It's super cool,5.0,2025-06-13,yes,sound and its simplicity It's super cool,sound and its simplicity It's super cool,0.7351,positive,positive
Vitron V527 - 2.1 CH Multimedia Speaker,TVs and audios,Amazing,The sound is amazing,5.0,2025-06-13,yes,Amazing The sound is amazing,Amazing The sound is amazing,0.8225,positive,positive
Vitron V527 - 2.1 CH Multimedia Speaker,TVs and audios,Fairly good,The humming sound on standby mode irritating,3.0,2025-06-11,yes,Fairly good The humming sound on standby mode irritating,Fairly good The humming sound on standby mode irritating,-0.0258,neutral,neutral
Vitron V527 - 2.1 CH Multimedia Speaker,TVs and audios,Just keep the good work.,The package has reached safely  and is  good,4.0,2025-06-11,yes,Just keep the good work. The package has reached safely  and is  good,Just keep the good work. The package has reached safely  and is  good,0.8555,positive,positive
Vitron V527 - 2.1 CH Multimedia Speaker,TVs and audios,Work as expected,Worth it,5.0,2025-06-11,yes,Work as expected Worth it,Work as expected Worth it,0.2263,positive,positive
Vitron V527 - 2.1 CH Multimedia Speaker,TVs and audios,what i like with vitron speakers,They beat so nice,5.0,2025-06-10,yes,what i like with vitron speakers They beat so nice,what i like with vitron speakers They beat so nice,0.7283,positive,positive
Couple Canvas Low Top Lace-up Shoes,fashion,canvas,You know something is good when you buy it twice,5.0,2025-06-17,yes,canvas You know something is good when you buy it twice,canvas You know something is good when you buy it twice,0.4404,positive,positive
Couple Canvas Low Top Lace-up Shoes,fashion,ever lasting,Nice one????,5.0,2025-06-16,yes,ever lasting Nice one????,ever lasting Nice one????,0.5803,positive,positive
Couple Canvas Low Top Lace-up Shoes,fashion,cn,As advertised,5.0,2025-06-15,yes,cn As advertised,cn As advertised,0.0,neutral,positive
Couple Canvas Low Top Lace-up Shoes,fashion,Liked it,"I'm happy with the shoes. They arrived on time, and the quality is good. They're also very comfortable. Definitely worth it.",5.0,2025-06-11,yes,"Liked it I'm happy with the shoes. They arrived on time, and the quality is good. They're also very comfortable. Definitely worth it.","Liked it I'm happy with the shoes. They arrived on time, and the quality is good. They're also very comfortable. Definitely worth it.",0.9527,positive,positive
Couple Canvas Low Top Lace-up Shoes,fashion,good material,Excellent,5.0,2025-05-30,yes,good material Excellent,good material Excellent,0.765,positive,positive
Couple Canvas Low Top Lace-up Shoes,fashion,Good,It's a good product,5.0,2025-05-28,yes,Good It's a good product,Good It's a good product,0.7003,positive,positive
Couple Canvas Low Top Lace-up Shoes,fashion,smallsize,Always go for a size bigger,5.0,2025-05-27,yes,smallsize Always go for a size bigger,smallsize Always go for a size bigger,0.0,neutral,positive
Couple Canvas Low Top Lace-up Shoes,fashion,Good,Good quality. But order a bigger size,5.0,2025-05-19,yes,Good Good quality. But order a bigger size,Good Good quality. But order a bigger size,0.4404,positive,positive
Couple Canvas Low Top Lace-up Shoes,fashion,best,Best thing i got on jumia,5.0,2025-05-13,yes,best Best thing i got on jumia,best Best thing i got on jumia,0.8555,positive,positive
Couple Canvas Low Top Lace-up Shoes,fashion,loved it,Very Good quality,5.0,2025-04-30,yes,loved it Very Good quality,loved it Very Good quality,0.796,positive,positive
Tecno CAMON 30S,phones and tablets,nice,Value for money,5.0,2025-01-02,yes,nice Value for money,nice Value for money,0.6369,positive,positive
Tecno CAMON 30S,phones and tablets,Missing earphones,The earphones were missing but I realized after picking and leaving the pickups point,2.0,2024-12-02,yes,Missing earphones The earphones were missing but I realized after picking and leaving the pickups point,Missing earphones The earphones were missing but I realized after picking and leaving the pickups point,-0.296,negative,negative
Tecno CAMON 30S,phones and tablets,GOOD PHONE,"The display doesn't look amoled, camera is OK but the phone is gorgeous and the processor is snappy.",4.0,2024-11-07,yes,"GOOD PHONE The display doesn't look amoled, camera is OK but the phone is gorgeous and the processor is snappy.","GOOD PHONE The display doesn't look amoled, camera is OK but the phone is gorgeous and the processor is snappy.",0.8684,positive,positive
Tecno CAMON 30S,phones and tablets,THE BEST AHEAD OF THE REST,"Good quality, good resolution, and everything is perfect boom",5.0,2024-11-04,yes,"THE BEST AHEAD OF THE REST Good quality, good resolution, and everything is perfect boom","THE BEST AHEAD OF THE REST Good quality, good resolution, and everything is perfect boom",0.9375,positive,positive
Fast Charging 10000mAh Power Charging Bank,phones and tablets,it is not that good,the battery does not last long,3.0,2025-06-19,yes,it is not that good the battery does not last long,it is not that good the battery does not last long,-0.3412,negative,neutral
Fast Charging 10000mAh Power Charging Bank,phones and tablets,Good in deed,Quality and strong in charging mobile phone,5.0,2025-06-18,yes,Good in deed Quality and strong in charging mobile phone,Good in deed Quality and strong in charging mobile phone,0.7351,positive,positive
Fast Charging 10000mAh Power Charging Bank,phones and tablets,Not as per the user needs,It drains so fast,2.0,2025-06-16,yes,Not as per the user needs It drains so fast,Not as per the user needs It drains so fast,0.0,neutral,negative
Fast Charging 10000mAh Power Charging Bank,phones and tablets,i like it,it works okay,4.0,2025-06-16,yes,i like it it works okay,i like it it works okay,0.5267,positive,positive
Fast Charging 10000mAh Power Charging Bank,phones and tablets,i love it,it worth the money it works perfect,5.0,2025-06-13,yes,i love it it worth the money it works perfect,i love it it worth the money it works perfect,0.8689,positive,positive
Fast Charging 10000mAh Power Charging Bank,phones and tablets,soo fake,Not working it powers of within 5 minutes must return,1.0,2025-06-11,yes,soo fake Not working it powers of within 5 minutes must return,soo fake Not working it powers of within 5 minutes must return,-0.4767,negative,negative
Fast Charging 10000mAh Power Charging Bank,phones and tablets,trust and convinience,The best online shopping ????. Jumia the Best. Trusted and honest plus good delivery on time,5.0,2025-06-10,yes,trust and convinience The best online shopping ????. Jumia the Best. Trusted and honest plus good delivery on time,trust and convinience The best online shopping ????. Jumia the Best. Trusted and honest plus good delivery on time,0.9718,positive,positive
